"team_a","team_b","gender","series","team_a_venue","toss_winner","toss_decision","first_innings_total","day_night","rain","duckworth_lewis","win_toss_win_game"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","bat",259,"1","0","0","lost"
"Pakistan","Sri Lanka","M","high","away","Sri Lanka","field",330,"0","0","0","lost"
"India","West Indies","M","low","home","India","bat",214,"0","0","0","won"
"Pakistan","Zimbabwe","M","low","home","Zimbabwe","bat",244,"1","0","0","lost"
"South Africa","Australia","M","low","home","Australia","field",249,"1","1","1","lost"
"Pakistan","Sri Lanka","M","medium","away","Sri Lanka","field",315,"0","0","0","lost"
"Australia","South Africa","F","low","home","South Africa","field",199,"0","0","0","lost"
"Australia","England","F","high","away","Australia","bat",226,"0","0","0","won"
"Australia","India","F","high","away","Australia","bat",223,"0","0","0","won"
"Sri Lanka","Pakistan","F","low","home","Sri Lanka","bat",119,"0","0","0","won"
"Australia","Pakistan","M","medium","home","Pakistan","bat",149,"0","0","0","lost"
"India","South Africa","M","low","home","India","field",221,"1","0","0","won"
"Australia","New Zealand","F","medium","home","Australia","bat",202,"0","0","0","won"
"India","Australia","F","low","home","Australia","bat",133,"0","0","0","lost"
"West Indies","England","F","low","home","West Indies","bat",235,"0","0","0","won"
"India","South Africa","F","high","away","India","field",128,"0","0","0","won"
"England","Australia","F","medium","home","Australia","bat",203,"0","0","0","lost"
"India","New Zealand","F","high","away","India","bat",207,"0","0","0","won"
"Sri Lanka","West Indies","M","medium","away","Sri Lanka","field",268,"0","0","0","won"
"Zimbabwe","England","M","low","home","Zimbabwe","bat",195,"0","0","0","won"
"New Zealand","West Indies","F","high","away","New Zealand","field",207,"0","0","0","won"
"New Zealand","Australia","F","medium","home","New Zealand","field",163,"0","0","0","won"
"India","New Zealand","M","low","home","New Zealand","bat",220,"1","0","0","lost"
"India","South Africa","M","medium","away","India","bat",164,"1","0","0","won"
"Bangladesh","Sri Lanka","M","medium","home","Sri Lanka","field",175,"1","0","0","lost"
"Australia","West Indies","M","medium","home","Australia","bat",212,"0","0","0","won"
"South Africa","England","M","low","home","England","field",175,"0","1","1","lost"
"South Africa","Sri Lanka","M","high","away","Sri Lanka","bat",209,"0","0","0","lost"
"Sri Lanka","Australia","M","low","home","Sri Lanka","bat",245,"0","0","0","won"
"Pakistan","Sri Lanka","F","high","away","Sri Lanka","bat",178,"0","0","0","lost"
"Bangladesh","West Indies","M","low","home","West Indies","bat",266,"1","0","0","lost"
"West Indies","New Zealand","M","low","home","New Zealand","field",265,"0","0","0","lost"
"New Zealand","India","M","low","home","India","field",240,"0","0","0","lost"
"Australia","West Indies","M","medium","home","Australia","bat",165,"0","0","0","won"
"New Zealand","Pakistan","M","low","home","Pakistan","field",244,"0","0","0","lost"
"England","Australia","M","low","home","England","bat",278,"0","0","0","won"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","bat",211,"1","0","0","lost"
"India","Pakistan","M","low","away","Pakistan","field",250,"0","0","0","lost"
"Zimbabwe","West Indies","M","medium","home","Zimbabwe","field",266,"0","0","0","won"
"West Indies","Pakistan","M","low","home","West Indies","bat",114,"0","0","0","won"
"Sri Lanka","West Indies","M","high","away","West Indies","bat",333,"0","0","0","lost"
"New Zealand","Australia","F","high","home","New Zealand","bat",184,"0","0","0","won"
"Australia","South Africa","M","medium","home","Australia","bat",165,"1","0","0","won"
"Australia","England","F","low","away","England","bat",178,"0","0","0","lost"
"India","Pakistan","M","high","away","India","field",252,"0","0","0","won"
"Australia","Pakistan","M","low","away","Pakistan","field",269,"0","0","0","lost"
"South Africa","Bangladesh","M","low","home","South Africa","bat",301,"1","0","0","won"
"England","New Zealand","F","high","home","England","field",105,"0","0","0","won"
"Pakistan","India","M","medium","home","Pakistan","field",216,"1","0","0","won"
"West Indies","South Africa","F","low","home","South Africa","field",177,"0","0","0","lost"
"Australia","England","M","medium","home","Australia","field",94,"0","0","0","won"
"New Zealand","Australia","F","medium","home","New Zealand","bat",152,"0","0","0","won"
"Australia","New Zealand","M","medium","home","Australia","bat",250,"1","0","0","won"
"South Africa","West Indies","F","high","home","West Indies","bat",161,"0","0","0","lost"
"New Zealand","India","M","low","home","New Zealand","field",108,"1","0","0","won"
"Sri Lanka","Pakistan","F","low","home","Sri Lanka","bat",182,"0","0","0","won"
"Pakistan","West Indies","M","medium","away","Pakistan","bat",165,"1","0","0","won"
"South Africa","Pakistan","F","low","home","Pakistan","field",226,"0","0","0","lost"
"Sri Lanka","India","M","low","home","India","bat",363,"1","0","0","lost"
"Sri Lanka","Zimbabwe","M","high","away","Sri Lanka","field",191,"0","0","0","won"
"Australia","West Indies","M","medium","home","West Indies","field",181,"1","0","0","lost"
"India","England","M","low","home","India","field",250,"0","0","0","won"
"Pakistan","West Indies","M","low","home","Pakistan","field",199,"0","0","0","won"
"Australia","New Zealand","F","medium","home","Australia","field",288,"0","0","0","won"
"Australia","West Indies","M","medium","home","West Indies","bat",161,"1","0","0","lost"
"Pakistan","South Africa","M","low","away","South Africa","bat",197,"0","1","1","lost"
"Sri Lanka","Zimbabwe","M","low","away","Zimbabwe","field",210,"0","0","0","lost"
"West Indies","Bangladesh","M","high","home","Bangladesh","field",230,"0","0","0","lost"
"England","West Indies","M","medium","home","England","field",278,"0","0","0","won"
"India","Sri Lanka","M","medium","away","India","field",230,"0","0","0","won"
"Sri Lanka","New Zealand","M","medium","home","Sri Lanka","bat",220,"1","0","0","won"
"Australia","Pakistan","M","medium","home","Australia","bat",199,"1","0","0","won"
"India","West Indies","M","low","home","West Indies","field",268,"1","0","0","lost"
"South Africa","Pakistan","M","low","home","Pakistan","bat",153,"1","0","0","lost"
"New Zealand","England","M","low","home","New Zealand","bat",135,"0","0","0","won"
"Bangladesh","Sri Lanka","M","low","home","Bangladesh","field",309,"0","0","0","won"
"Pakistan","Sri Lanka","F","high","away","Pakistan","bat",161,"0","0","0","won"
"Australia","New Zealand","M","medium","home","New Zealand","field",246,"1","0","0","lost"
"New Zealand","Sri Lanka","F","high","home","New Zealand","bat",210,"0","0","0","won"
"England","South Africa","M","low","away","England","bat",281,"1","0","0","won"
"Australia","New Zealand","F","medium","home","New Zealand","bat",204,"0","0","0","lost"
"England","West Indies","M","medium","away","England","field",154,"0","0","0","won"
"New Zealand","England","F","low","home","England","bat",109,"0","0","0","lost"
"England","West Indies","M","low","home","West Indies","field",196,"0","0","0","lost"
"England","New Zealand","M","medium","home","New Zealand","field",245,"0","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Australia","bat",202,"1","0","0","won"
"South Africa","Sri Lanka","M","low","home","South Africa","bat",290,"1","0","0","won"
"Pakistan","Sri Lanka","M","medium","away","Pakistan","bat",277,"1","0","0","won"
"England","Australia","F","low","home","Australia","bat",206,"0","0","0","lost"
"New Zealand","England","M","low","home","England","bat",230,"0","0","0","lost"
"Australia","India","M","medium","away","India","field",176,"0","0","0","lost"
"India","Pakistan","M","low","away","India","field",257,"0","0","0","won"
"South Africa","West Indies","M","low","home","South Africa","field",175,"0","0","0","won"
"South Africa","Sri Lanka","F","high","away","Sri Lanka","field",114,"0","0","0","lost"
"India","England","M","low","home","England","bat",226,"0","0","0","lost"
"West Indies","Australia","M","low","home","Australia","bat",286,"0","0","0","lost"
"England","New Zealand","M","low","home","England","field",284,"0","0","0","won"
"New Zealand","Australia","F","medium","home","Australia","bat",218,"0","0","0","lost"
"Australia","Pakistan","M","high","home","Pakistan","bat",220,"1","0","0","lost"
"England","Pakistan","M","low","home","England","bat",217,"0","0","0","won"
"Australia","West Indies","M","medium","home","West Indies","field",247,"1","0","0","lost"
"Sri Lanka","South Africa","F","high","home","South Africa","bat",225,"0","0","0","lost"
"England","Sri Lanka","M","medium","away","Sri Lanka","bat",284,"1","0","0","lost"
"England","New Zealand","F","high","away","New Zealand","bat",175,"0","0","0","lost"
"New Zealand","Australia","F","medium","home","Australia","bat",211,"0","0","0","lost"
"India","Sri Lanka","M","low","home","India","field",261,"0","0","0","won"
"England","Pakistan","F","low","home","Pakistan","bat",156,"0","0","0","lost"
"England","West Indies","M","low","home","England","field",173,"0","0","0","won"
"Australia","West Indies","M","medium","away","Australia","bat",241,"0","0","0","won"
"Pakistan","England","M","low","home","England","bat",327,"1","0","0","lost"
"Australia","England","F","high","away","England","bat",95,"0","0","0","lost"
"New Zealand","West Indies","M","low","home","New Zealand","bat",276,"1","0","0","won"
"India","West Indies","F","low","home","India","bat",256,"0","0","0","won"
"Sri Lanka","Australia","M","medium","home","Australia","bat",228,"1","0","0","lost"
"West Indies","South Africa","F","low","home","South Africa","bat",206,"0","0","0","lost"
"Pakistan","South Africa","M","low","home","South Africa","bat",222,"0","0","0","lost"
"New Zealand","Pakistan","M","low","home","Pakistan","field",249,"0","0","0","lost"
"Bangladesh","Zimbabwe","M","low","home","Bangladesh","field",205,"0","0","0","won"
"New Zealand","Sri Lanka","M","low","home","Sri Lanka","field",271,"0","0","0","lost"
"Australia","New Zealand","M","medium","home","Australia","bat",289,"1","0","0","won"
"England","India","M","medium","home","India","field",229,"0","0","0","lost"
"Pakistan","South Africa","M","low","home","Pakistan","bat",277,"1","0","0","won"
"Sri Lanka","Zimbabwe","M","high","home","Zimbabwe","bat",228,"0","0","0","lost"
"England","Sri Lanka","M","medium","home","England","bat",321,"0","0","0","won"
"England","Sri Lanka","F","high","away","England","bat",284,"0","0","0","won"
"Sri Lanka","India","F","medium","home","Sri Lanka","bat",89,"0","0","0","won"
"Australia","India","F","high","home","Australia","bat",276,"1","0","0","won"
"West Indies","Pakistan","M","low","home","West Indies","field",192,"0","0","0","won"
"Australia","Pakistan","M","medium","home","Australia","bat",244,"1","0","0","won"
"New Zealand","Zimbabwe","M","low","home","New Zealand","field",228,"1","0","0","won"
"England","New Zealand","M","low","home","New Zealand","bat",158,"0","0","0","lost"
"Australia","New Zealand","M","medium","home","Australia","bat",302,"0","0","0","won"
"India","West Indies","M","low","home","India","bat",189,"1","0","0","won"
"Australia","England","M","medium","home","England","bat",228,"0","0","0","lost"
"West Indies","Pakistan","M","low","home","Pakistan","field",241,"0","0","0","lost"
"Pakistan","India","M","medium","home","India","field",87,"0","0","0","lost"
"Pakistan","Sri Lanka","M","high","away","Pakistan","bat",264,"0","0","0","won"
"South Africa","West Indies","M","low","home","South Africa","bat",297,"0","0","0","won"
"India","New Zealand","M","low","home","New Zealand","bat",179,"0","0","0","lost"
"India","Zimbabwe","M","high","home","Zimbabwe","bat",135,"0","0","0","lost"
"India","Australia","M","low","home","Australia","bat",317,"0","0","0","lost"
"Australia","West Indies","M","medium","home","Australia","field",216,"0","0","0","won"
"Sri Lanka","New Zealand","M","low","home","Sri Lanka","field",234,"0","0","0","won"
"New Zealand","South Africa","M","medium","away","New Zealand","bat",150,"1","0","0","won"
"New Zealand","Sri Lanka","M","low","home","New Zealand","bat",285,"0","0","0","won"
"South Africa","England","M","low","home","South Africa","bat",129,"1","0","0","won"
"India","New Zealand","M","low","home","New Zealand","field",236,"0","0","0","lost"
"Australia","New Zealand","M","medium","home","Australia","field",226,"1","0","0","won"
"West Indies","New Zealand","F","low","home","New Zealand","bat",225,"0","0","0","lost"
"Australia","England","F","low","home","Australia","bat",212,"0","0","0","won"
"England","South Africa","F","low","home","England","bat",185,"0","0","0","won"
"Australia","India","M","low","away","India","field",252,"0","0","0","lost"
"Pakistan","Sri Lanka","M","medium","away","Pakistan","bat",219,"0","0","0","won"
"Australia","India","F","low","home","Australia","bat",223,"0","0","0","won"
"Pakistan","West Indies","M","high","away","West Indies","field",294,"0","0","0","lost"
"Bangladesh","Zimbabwe","M","low","home","Zimbabwe","bat",309,"1","0","0","lost"
"India","New Zealand","F","low","home","India","field",213,"0","0","0","won"
"England","South Africa","M","medium","home","South Africa","bat",198,"1","0","0","lost"
"India","Sri Lanka","M","low","home","Sri Lanka","bat",233,"0","0","0","lost"
"West Indies","Pakistan","M","low","home","West Indies","bat",208,"0","0","0","won"
"New Zealand","Zimbabwe","M","low","home","Zimbabwe","bat",236,"1","0","0","lost"
"England","India","F","low","home","England","field",65,"0","0","0","won"
"Sri Lanka","Pakistan","M","medium","home","Sri Lanka","field",210,"0","0","0","won"
"Bangladesh","India","M","medium","home","Bangladesh","bat",249,"1","0","0","won"
"England","Australia","M","medium","home","England","field",266,"1","0","0","won"
"Australia","Sri Lanka","F","high","away","Australia","field",131,"0","0","0","won"
"Australia","New Zealand","M","medium","home","Australia","bat",343,"1","0","0","won"
