"team","team.1","gender","season","date","series","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire","umpire.1","reserve_umpire","tv_umpire","match_referee","winner","winner_runs"
"Sri Lanka","Pakistan","male","2009","2009/08/07","Pakistan in Sri Lanka ODI Series","4","R Premadasa Stadium","Colombo","Pakistan","bat","Umar Akmal","SJ Davis","MG Silva","SSK Gallage","HDPK Dharmasena","AG Hurst","Pakistan","146"
"Sri Lanka","Pakistan","male","2009","2009/08/09","Pakistan in Sri Lanka ODI Series","5","R Premadasa Stadium","Colombo","Pakistan","bat","Naved-ul-Hasan","SJ Davis","MG Silva","RD Kottahachchi","HDPK Dharmasena","AG Hurst","Pakistan","132"
"Sri Lanka","New Zealand","male","2009","2009/09/08","Compaq Cup","1","R Premadasa Stadium","Colombo","Sri Lanka","bat","TT Samaraweera","EAR de Silva","BR Doctrove","MSK Nandiweera","HDPK Dharmasena","BC Broad","Sri Lanka","97"
"Sri Lanka","India","male","2009","2009/09/12","Compaq Cup","3","R Premadasa Stadium","Colombo","Sri Lanka","bat","AD Mathews","HDPK Dharmasena","BR Doctrove","REJ Martinesz","MG Silva","BC Broad","Sri Lanka","139"
"India","New Zealand","male","2009","2009/09/11","Compaq Cup","2","R Premadasa Stadium","Colombo","true","New Zealand","bat","A Nehra","HDPK Dharmasena","BR Doctrove","SSK Gallage","MG Silva","BC Broad","India"
"Sri Lanka","India","male","2009","2009/09/14","Compaq Cup","R Premadasa Stadium","Colombo","India","bat","SR Tendulkar","EAR de Silva","BR Doctrove","REJ Martinesz","HDPK Dharmasena","BC Broad","India","46","0.1"
"Australia","West Indies","male","2009/10","2010/02/07","West Indies in Australia ODI Series","1","Melbourne Cricket Ground","","West Indies","field","SR Watson","BF Bowden","BNJ Oxenford","AP Ward","PR Reiffel","J Srinath","Australia","113"
"Australia","West Indies","male","2009/10","2010/02/09","West Indies in Australia ODI Series","2","Adelaide Oval","","West Indies","bat","DE Bollinger","BF Bowden","BNJ Oxenford","SD Fry","PR Reiffel","J Srinath","Australia","8"
"Australia","West Indies","male","2009/10","2010/02/12","West Indies in Australia ODI Series","3","Sydney Cricket Ground","","West Indies","field","BF Bowden","BNJ Oxenford","GA Abood","PR Reiffel","J Srinath","no result","0.1","AC Voges"
"Australia","West Indies","male","2009/10","2010/02/14","West Indies in Australia ODI Series","4","Brisbane Cricket Ground, Woolloongabba","Brisbane","West Indies","field","RT Ponting","BF Bowden","PR Reiffel","NS McNamara","BNJ Oxenford","J Srinath","Australia","50"
"Australia","West Indies","male","2009/10","2010/02/19","West Indies in Australia ODI Series","5","Melbourne Cricket Ground","","Australia","bat","JR Hopes","BF Bowden","BNJ Oxenford","JD Ward","PR Reiffel","J Srinath","Australia","125"
"Australia","Pakistan","male","2009/10","2010/01/22","Pakistan in Australia ODI Series","1","Brisbane Cricket Ground, Woolloongabba","Brisbane","Pakistan","bat","CL White","EAR de Silva","RJ Tucker","NS McNamara","PR Reiffel","RS Madugalle","Australia","5"
"Australia","Pakistan","male","2009/10","2010/01/24","Pakistan in Australia ODI Series","2","Sydney Cricket Ground","","Pakistan","field","SR Watson","EAR de Silva","RJ Tucker","PR Reiffel","RS Madugalle","Australia","140","0.1"
"Australia","Pakistan","male","2009/10","2010/01/26","Pakistan in Australia ODI Series","3","Adelaide Oval","","Australia","bat","RJ Harris","EAR de Silva","SJA Taufel","SD Fry","RJ Tucker","RS Madugalle","Australia","40"
"Australia","Pakistan","male","2009/10","2010/01/29","Pakistan in Australia ODI Series","4","Western Australia Cricket Association Ground","Perth","Australia","bat","RJ Harris","EAR de Silva","RJ Tucker","MD Martell","PR Reiffel","RS Madugalle","Australia","135"
"Australia","Pakistan","male","2009/10","2010/01/31","Pakistan in Australia ODI Series","5","Western Australia Cricket Association Ground","Perth","Pakistan","bat","CJ McKay","EAR de Silva","PR Reiffel","MD Martell","RJ Tucker","RS Madugalle","Australia","2"
"Zimbabwe","Bangladesh","male","2009","2009/08/09","Bangladesh in Zimbabwe ODI Series","1","Queens Sports Club","Bulawayo","Bangladesh","field","Mohammad Ashraful","AM Saheba","RB Tiffin","T Phiri","KC Barbour","J Srinath","Bangladesh","8"
"Zimbabwe","Bangladesh","male","2009","2009/08/11","Bangladesh in Zimbabwe ODI Series","2","Queens Sports Club","Bulawayo","Zimbabwe","field","Shakib Al Hasan","AM Saheba","RB Tiffin","C Phiri","J Srinath","Bangladesh","49","0.1"
"Zimbabwe","Bangladesh","male","2009","2009/08/14","Bangladesh in Zimbabwe ODI Series","3","Queens Sports Club","Bulawayo","Bangladesh","field","E Chigumbura","AM Saheba","RB Tiffin","T Phiri","O Chirombe","J Srinath","Zimbabwe","69"
"Zimbabwe","Bangladesh","male","2009","2009/08/16","Bangladesh in Zimbabwe ODI Series","4","Queens Sports Club","Bulawayo","Zimbabwe","bat","CK Coventry","Tamim Iqbal","KC Barbour","AM Saheba","C Phiri","O Chirombe","J Srinath","Bangladesh"
"Zimbabwe","Bangladesh","male","2009","2009/08/18","Bangladesh in Zimbabwe ODI Series","5","Queens Sports Club","Bulawayo","Zimbabwe","bat","Dolar Mahmud","KC Barbour","AM Saheba","T Phiri","O Chirombe","J Srinath","Bangladesh","5"
"Canada","Kenya","male","2009","2009/08/19","Kenya in Canada ODI Series","1","Maple Leaf North-West Ground","Toronto","Canada","field","Khurram Chohan","K Bayney","NA Malcolm","AKL Brijcoomar","DT Jukes","Canada","9","0.1"
"South Africa","Sri Lanka","male","2009/10","2009/09/22","ICC Champions Trophy","1","SuperSport Park","Centurion","South Africa","field","TM Dilshan","IJ Gould","SJA Taufel","AL Hill","SJ Davis","JJ Crowe","Sri Lanka","55"
"Pakistan","West Indies","male","2009/10","2009/09/23","ICC Champions Trophy","2","New Wanderers Stadium","Johannesburg","true","West Indies","bat","Umar Akmal","SJ Davis","DJ Harper","BF Bowden","SJA Taufel","J Srinath","Pakistan"
"South Africa","New Zealand","male","2009/10","2009/09/24","ICC Champions Trophy","3","SuperSport Park","Centurion","South Africa","field","WD Parnell","Aleem Dar","Asad Rauf","IJ Gould","DJ Harper","RS Mahanama","South Africa","5"
"England","Sri Lanka","male","2009/10","2009/09/25","ICC Champions Trophy","4","New Wanderers Stadium","Johannesburg","true","England","field","PD Collingwood","Aleem Dar","BF Bowden","SJA Taufel","AL Hill","J Srinath","England"
"Australia","West Indies","male","2009/10","2009/09/26","ICC Champions Trophy","5","New Wanderers Stadium","Johannesburg","true","West Indies","field","MG Johnson","Asad Rauf","AL Hill","Aleem Dar","BF Bowden","JJ Crowe","Australia"
"India","Pakistan","male","2009/10","2009/09/26","ICC Champions Trophy","6","SuperSport Park","Centurion","true","Pakistan","bat","Shoaib Malik","SJ Davis","SJA Taufel","DJ Harper","IJ Gould","RS Mahanama","Pakistan"
"New Zealand","Sri Lanka","male","2009/10","2009/09/27","ICC Champions Trophy","7","New Wanderers Stadium","Johannesburg","true","Sri Lanka","field","DL Vettori","IJ Gould","DJ Harper","SJA Taufel","Aleem Dar","J Srinath","New Zealand"
"South Africa","England","male","2009/10","2009/09/27","ICC Champions Trophy","8","SuperSport Park","Centurion","England","bat","OA Shah","SJ Davis","AL Hill","Asad Rauf","BF Bowden","RS Mahanama","England","22"
"Australia","India","male","2009/10","2009/09/28","ICC Champions Trophy","9","SuperSport Park","Centurion","true","Australia","bat","BF Bowden","IJ Gould","AL Hill","Asad Rauf","JJ Crowe","no result","0.1"
"England","New Zealand","male","2009/10","2009/09/29","ICC Champions Trophy","10","New Wanderers Stadium","Johannesburg","true","New Zealand","field","GD Elliott","Asad Rauf","DJ Harper","SJ Davis","Aleem Dar","RS Mahanama","New Zealand"
"Australia","Pakistan","male","2009/10","2009/09/30","ICC Champions Trophy","11","SuperSport Park","Centurion","true","Australia","field","MEK Hussey","BF Bowden","AL Hill","Asad Rauf","IJ Gould","J Srinath","Australia"
"India","West Indies","male","2009/10","2009/09/30","ICC Champions Trophy","12","New Wanderers Stadium","Johannesburg","true","India","field","V Kohli","Aleem Dar","SJA Taufel","SJ Davis","DJ Harper","JJ Crowe","India"
"Australia","England","male","2009/10","2009/10/02","ICC Champions Trophy","SuperSport Park","Centurion","true","England","bat","SR Watson","Aleem Dar","BF Bowden","Asad Rauf","AL Hill","JJ Crowe","Australia","9"
"New Zealand","Pakistan","male","2009/10","2009/10/03","ICC Champions Trophy","New Wanderers Stadium","Johannesburg","true","Pakistan","bat","DL Vettori","IJ Gould","SJA Taufel","SJ Davis","DJ Harper","J Srinath","New Zealand","5"
"Australia","New Zealand","male","2009/10","2009/10/05","ICC Champions Trophy","SuperSport Park","Centurion","true","New Zealand","bat","SR Watson","Aleem Dar","IJ Gould","BF Bowden","Asad Rauf","RS Mahanama","Australia","6"
"India","Australia","male","2009/10","2009/10/25","Australia in India ODI Series","1","Reliance Stadium","Vadodara","Australia","bat","MEK Hussey","AM Saheba","SK Tarapore","MR Benson","S Asnani","BC Broad","Australia","4"
"India","Australia","male","2009/10","2009/10/28","Australia in India ODI Series","2","Vidarbha Cricket Association Stadium, Jamtha","Nagpur","Australia","field","MS Dhoni","AM Saheba","SK Tarapore","S Asnani","SS Hazare","BC Broad","India","99"
"India","Australia","male","2009/10","2009/10/31","Australia in India ODI Series","3","Feroz Shah Kotla","Delhi","Australia","bat","Yuvraj Singh","SS Hazare","AM Saheba","S Asnani","SK Tarapore","BC Broad","India","6"
"India","Australia","male","2009/10","2009/11/02","Australia in India ODI Series","4","Punjab Cricket Association Stadium, Mohali","Chandigarh","India","field","SR Watson","EAR de Silva","AM Saheba","S Asnani","SS Hazare","BC Broad","Australia","24"
"India","Australia","male","2009/10","2009/11/05","Australia in India ODI Series","5","Rajiv Gandhi International Stadium, Uppal","Hyderabad","Australia","bat","SR Tendulkar","EAR de Silva","SK Tarapore","S Ravi","SS Hazare","BC Broad","Australia","3"
"India","Australia","male","2009/10","2009/11/08","Australia in India ODI Series","6","Nehru Stadium","Guwahati","India","bat","DE Bollinger","EAR de Silva","SK Tarapore","S Ravi","SS Hazare","BC Broad","Australia","6"
"Bangladesh","Zimbabwe","male","2009/10","2009/10/27","Zimbabwe in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","Zimbabwe","field","E Chigumbura","Aleem Dar","Nadir Shah","Anisur Rahman","Enamul Haque","RS Madugalle","Zimbabwe","5"
"Bangladesh","Zimbabwe","male","2009/10","2009/10/29","Zimbabwe in Bangladesh ODI Series","2","Shere Bangla National Stadium","Mirpur","Zimbabwe","bat","Abdur Razzak","Aleem Dar","Enamul Haque","Anisur Rahman","Nadir Shah","RS Madugalle","Bangladesh","7"
"Bangladesh","Zimbabwe","male","2009/10","2009/10/31","Zimbabwe in Bangladesh ODI Series","3","Shere Bangla National Stadium","Mirpur","Bangladesh","field","Tamim Iqbal","Aleem Dar","Nadir Shah","Mahfuzur Rahman","Sharfuddoula","RS Madugalle","Bangladesh","4"
"Bangladesh","Zimbabwe","male","2009/10","2009/11/03","Zimbabwe in Bangladesh ODI Series","4","Zohur Ahmed Chowdhury Stadium","Chittagong","Zimbabwe","bat","Nazmul Hossain","Aleem Dar","Nadir Shah","Tanvir Ahmed","Sharfuddoula","RS Madugalle","Bangladesh","6"
"Bangladesh","Zimbabwe","male","2009/10","2009/11/05","Zimbabwe in Bangladesh ODI Series","5","Zohur Ahmed Chowdhury Stadium","Chittagong","Bangladesh","field","Naeem Islam","Aleem Dar","Enamul Haque","Tanvir Ahmed","RS Madugalle","Bangladesh","1","0.1"
"New Zealand","Bangladesh","male","2009/10","2010/02/05","Bangladesh in New Zealand ODI Series","1","McLean Park","Napier","New Zealand","bat","JDP Oram","RA Kettleborough","EA Watkin","CB Gaffaney","GAV Baxter","AG Hurst","New Zealand","146"
"New Zealand","Bangladesh","male","2009/10","2010/02/08","Bangladesh in New Zealand ODI Series","2","University Oval","Dunedin","New Zealand","field","LRPL Taylor","AL Hill","RA Kettleborough","EA Watkin","CB Gaffaney","AG Hurst","New Zealand","5"
"New Zealand","Bangladesh","male","2009/10","2010/02/11","Bangladesh in New Zealand ODI Series","3","AMI Stadium","Christchurch","New Zealand","field","MJ Guptill","GAV Baxter","RA Kettleborough","CB Gaffaney","EA Watkin","AG Hurst","New Zealand","3"
"New Zealand","Australia","male","2009/10","2010/03/03","Chappell-Hadlee Trophy","1","McLean Park","Napier","Australia","bat","LRPL Taylor","AL Hill","RE Koertzen","GAV Baxter","CB Gaffaney","RS Madugalle","New Zealand","2"
"New Zealand","Australia","male","2009/10","2010/03/06","Chappell-Hadlee Trophy","2","Eden Park","Auckland","Australia","bat","DL Vettori","BF Bowden","RE Koertzen","CB Gaffaney","GAV Baxter","RS Madugalle","Australia","12"
"New Zealand","Australia","male","2009/10","2010/03/09","Chappell-Hadlee Trophy","3","Seddon Park","Hamilton","Australia","field","BJ Haddin","Asad Rauf","BF Bowden","CB Gaffaney","EA Watkin","RS Madugalle","Australia","6"
"New Zealand","Australia","male","2009/10","2010/03/11","Chappell-Hadlee Trophy","4","Eden Park","Auckland","Australia","field","CL White","Asad Rauf","GAV Baxter","EA Watkin","CB Gaffaney","RS Madugalle","Australia","6"
"New Zealand","Australia","male","2009/10","2010/03/13","Chappell-Hadlee Trophy","5","Westpac Stadium","Wellington","Australia","field","TG Southee","Asad Rauf","GAV Baxter","WR Knights","EA Watkin","RS Madugalle","New Zealand","51"
"Ireland","Australia","male","2010","2010/06/17","Clontarf Cricket Club Ground","Dublin","Australia","bat","JR Hopes","RA Kettleborough","NJ Llong","L Fourie","BC Broad","Australia","39","0.1","TD Paine","4"
"England","Australia","male","2010","2010/06/22","NatWest Series","1","The Rose Bowl","Southampton","Australia","bat","EJG Morgan","Aleem Dar","IJ Gould","RA Kettleborough","RK Illingworth","J Srinath","England","4"
"England","Australia","male","2010","2010/06/24","NatWest Series","2","Sophia Gardens","Cardiff","Australia","bat","SCJ Broad","Aleem Dar","NJ Llong","RK Illingworth","IJ Gould","J Srinath","England","4"
"England","Australia","male","2010","2010/06/27","NatWest Series","3","Old Trafford","Manchester","England","field","GP Swann","Aleem Dar","IJ Gould","NJ Llong","RA Kettleborough","J Srinath","England","1"
"England","Australia","male","2010","2010/06/30","NatWest Series","4","Kennington Oval","London","England","field","RJ Harris","Aleem Dar","RA Kettleborough","IJ Gould","RK Illingworth","J Srinath","Australia","78"
"England","Australia","male","2010","2010/07/03","NatWest Series","5","Lord's","London","Australia","bat","SW Tait","Aleem Dar","NJ Llong","RK Illingworth","RA Kettleborough","J Srinath","Australia","42"
"England","Bangladesh","male","2010","2010/07/08","NatWest Series","1","Trent Bridge","Nottingham","Bangladesh","bat","IR Bell","Asad Rauf","NJ Llong","RA Kettleborough","RK Illingworth","J Srinath","England","6"
"England","Bangladesh","male","2010","2010/07/10","NatWest Series","2","County Ground","Bristol","England","field","Mashrafe Mortaza","Asad Rauf","RK Illingworth","NJ Llong","RA Kettleborough","J Srinath","Bangladesh","5"
"England","Bangladesh","male","2010","2010/07/12","NatWest Series","3","Edgbaston","Birmingham","Bangladesh","field","AJ Strauss","Asad Rauf","RA Kettleborough","RK Illingworth","NJ Llong","J Srinath","England","144"
"Bangladesh","England","male","2009/10","2010/02/28","England in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","England","field","Tamim Iqbal","Nadir Shah","RJ Tucker","Tanvir Ahmed","Sharfuddoula","JJ Crowe","England","6"
"Bangladesh","England","male","2009/10","2010/03/02","England in Bangladesh ODI Series","2","Shere Bangla National Stadium","Mirpur","England","field","EJG Morgan","Nadir Shah","RJ Tucker","Anisur Rahman","Sharfuddoula","JJ Crowe","England","2"
"Bangladesh","England","male","2009/10","2010/03/05","England in Bangladesh ODI Series","3","Zohur Ahmed Chowdhury Stadium","Chittagong","Bangladesh","field","C Kieswetter","Enamul Haque","RJ Tucker","Masudur Rahman","Sharfuddoula","JJ Crowe","England","45"
"England","Pakistan","male","2010","2010/09/10","NatWest Series","1","Riverside Ground","Chester-le-Street","Pakistan","field","SM Davies","BR Doctrove","IJ Gould","RK Illingworth","RA Kettleborough","JJ Crowe","England","24"
"England","Pakistan","male","2010","2010/09/12","NatWest Series","2","Headingley","Leeds","Pakistan","bat","AJ Strauss","BR Doctrove","NJ Llong","RA Kettleborough","IJ Gould","JJ Crowe","England","4"
"England","Pakistan","male","2010","2010/09/17","NatWest Series","3","Kennington Oval","London","Pakistan","bat","Umar Gul","BR Doctrove","RK Illingworth","IJ Gould","NJ Llong","JJ Crowe","Pakistan","23"
"England","Pakistan","male","2010","2010/09/20","NatWest Series","4","Lord's","London","Pakistan","bat","Abdul Razzaq","BR Doctrove","RA Kettleborough","NJ Llong","RK Illingworth","JJ Crowe","Pakistan","38"
"England","Pakistan","male","2010","2010/09/22","NatWest Series","5","The Rose Bowl","Southampton","England","bat","EJG Morgan","BR Doctrove","IJ Gould","RK Illingworth","NJ Llong","JJ Crowe","England","121"
"New Zealand","Pakistan","male","2009/10","2009/11/03","Pakistan v New Zealand ODI Series","1","Sheikh Zayed Stadium","Abu Dhabi","true","Pakistan","bat","Shahid Afridi","Asad Rauf","BNJ Oxenford","Nadeem Ghauri","Zameer Haider","AJ Pycroft","Pakistan"
"New Zealand","Pakistan","male","2009/10","2009/11/06","Pakistan v New Zealand ODI Series","2","Sheikh Zayed Stadium","Abu Dhabi","true","New Zealand","bat","BB McCullum","BNJ Oxenford","Zameer Haider","Nadeem Ghauri","Asad Rauf","AJ Pycroft","New Zealand"
"New Zealand","Pakistan","male","2009/10","2009/11/09","Pakistan v New Zealand ODI Series","3","Sheikh Zayed Stadium","Abu Dhabi","true","New Zealand","bat","Mohammad Amir","Nadeem Ghauri","BNJ Oxenford","Ahsan Raza","Zameer Haider","AJ Pycroft","New Zealand"
